OrderID,OrderDate,CustomerID,ProductID,SellerID,ChannelID,Quantity,GrossRevenue,DiscountAmount,NetRevenue,CostOfGoodsSold,PlatformFee,PaymentProcessingFee,ShippingFeeCharged,SellerPayout,PaymentMethod,FulfillmentType,ShippingMethod,DeliveryDays,OnTimeDeliveryFlag,OrderStatus,ReturnFlag,RefundAmount
ORD0000000032,2023-02-27,CUS002342,PRO00791,SEL00280,CH03,2,37.02,1.72,35.3,21.6,2.28,0.62,0.0,32.4,Card,Seller-Fulfilled,Standard,3.6,1,Completed,0,0.0
ORD0000000036,2023-04-19,CUS004782,PRO00636,SEL00135,CH01,2,15.9,3.03,12.87,9.13,0.8,0.11,3.99,15.95,Card,Seller-Fulfilled,Standard,6.1,0,Completed,0,0.0
ORD0000000037,2023-06-13,CUS000600,PRO00141,SEL00132,CH06,3,45.42,2.23,43.19,28.97,7.75,0.75,3.99,38.68,Card,Seller-Fulfilled,Pickup Point,3.4,1,Completed,0,0.0
ORD0000000043,2023-12-30,CUS003753,PRO00440,SEL00062,CH05,2,90.0,10.25,79.75,48.73,6.79,1.28,2.99,74.67,PayPal,Seller-Fulfilled,Standard,2.7,1,Completed,0,0.0
ORD0000000047,2023-06-17,CUS002350,PRO00457,SEL00061,CH05,3,103.62,17.03,86.59,71.9,8.66,1.48,5.99,82.44,Card,Seller-Fulfilled,Standard,5.2,1,Cancelled,0,0.0
ORD0000000050,2023-05-08,CUS006362,PRO00715,SEL00131,CH03,2,21.7,2.85,18.85,12.5,1.21,0.32,3.99,21.31,PayPal,Seller-Fulfilled,Express,1.9,1,Completed,0,0.0
ORD0000000060,2023-11-13,CUS005321,PRO00817,SEL00371,CH02,1,10.01,0.32,9.69,7.26,1.27,0.15,0.0,8.27,BNPL,Seller-Fulfilled,Standard,5.2,1,Returned,0,0.0
ORD0000000062,2023-08-31,CUS006078,PRO00122,SEL00271,CH02,3,64.86,6.26,58.6,41.97,0.35,0.95,5.99,63.29,Card,Platform-Fulfilled,Express,2.4,1,Completed,0,0.0
ORD0000000064,2023-01-13,CUS002388,PRO00173,SEL00075,CH02,1,43.21,2.87,40.34,31.13,3.6,0.66,3.99,40.07,BNPL,Seller-Fulfilled,Standard,4.0,1,Completed,0,0.0
ORD0000000070,2023-11-08,CUS000581,PRO00830,SEL00159,CH03,1,5.05,1.03,4.02,2.94,0.48,0.07,2.99,6.46,BNPL,Seller-Fulfilled,Standard,5.6,1,Completed,0,0.0
ORD0000000075,2023-03-11,CUS001714,PRO00175,SEL00256,CH04,1,4.71,0.4,4.31,2.47,0.6,0.06,3.99,7.64,Card,Seller-Fulfilled,Standard,2.4,1,Completed,0,0.0
ORD0000000076,2023-05-31,CUS001160,PRO00956,SEL00158,CH05,2,168.7,16.68,152.02,104.03,2.72,1.48,2.99,150.81,Bank Transfer,Platform-Fulfilled,Standard,6.8,0,Completed,0,0.0
ORD0000000083,2023-06-01,CUS004681,PRO00305,SEL00146,CH03,2,135.0,25.33,109.67,70.42,11.16,1.23,0.0,97.28,Card,Platform-Fulfilled,Standard,5.4,1,Completed,0,0.0
ORD0000000084,2023-05-01,CUS005066,PRO00054,SEL00174,CH03,4,464.4,70.92,393.48,260.39,26.05,6.53,3.99,364.89,Card,Seller-Fulfilled,Pickup Point,4.4,1,Completed,0,0.0
ORD0000000094,2023-07-26,CUS005586,PRO00349,SEL00269,CH05,2,136.9,11.98,124.92,106.2,8.31,0.91,2.99,118.69,Card,Seller-Fulfilled,Standard,5.2,1,Completed,0,0.0
ORD0000000099,2023-09-05,CUS001675,PRO00437,SEL00116,CH01,3,78.78,1.82,76.96,48.09,11.66,1.14,0.0,64.16,PayPal,Seller-Fulfilled,Standard,5.3,1,Completed,0,0.0
ORD0000000100,2023-04-26,CUS003540,PRO00221,SEL00043,CH04,1,67.72,0.9,66.82,37.69,10.82,0.95,0.0,55.05,Bank Transfer,Seller-Fulfilled,Standard,4.0,1,Completed,0,0.0
ORD0000000102,2023-11-28,CUS001211,PRO00717,SEL00002,CH04,4,341.0,98.12,242.88,178.14,25.92,2.24,3.99,218.71,Card,Seller-Fulfilled,Standard,5.1,1,Completed,0,0.0
ORD0000000106,2023-05-18,CUS000658,PRO00391,SEL00023,CH05,1,12.15,0.7,11.45,6.35,0.89,0.09,2.99,13.46,PayPal,Seller-Fulfilled,Express,1.3,1,Completed,0,0.0
ORD0000000108,2023-06-21,CUS001807,PRO00553,SEL00193,CH01,1,33.26,3.72,29.54,18.42,1.81,0.31,2.99,30.41,Card,Platform-Fulfilled,Standard,4.6,1,Completed,0,0.0
ORD0000000109,2023-11-22,CUS003231,PRO00660,SEL00056,CH05,3,153.81,17.11,136.7,96.55,1.97,2.08,2.99,135.64,BNPL,Platform-Fulfilled,Pickup Point,1.5,1,Completed,0,0.0
ORD0000000110,2023-04-07,CUS004974,PRO00470,SEL00281,CH03,1,47.11,6.55,40.56,26.72,4.72,0.68,5.99,41.15,Card,Platform-Fulfilled,Standard,2.4,1,Returned,1,23.1
ORD0000000125,2023-10-18,CUS002371,PRO00162,SEL00103,CH02,1,54.2,0.67,53.53,35.18,8.3,0.73,0.0,44.5,Card,Seller-Fulfilled,Standard,6.4,0,Completed,0,0.0
ORD0000000132,2023-04-18,CUS004817,PRO00953,SEL00336,CH04,2,36.04,2.69,33.35,25.3,5.48,0.41,0.0,27.46,BNPL,Platform-Fulfilled,Standard,2.8,1,Completed,0,0.0
ORD0000000133,2023-01-12,CUS004165,PRO00139,SEL00304,CH03,2,60.38,1.99,58.39,40.85,0.43,0.46,2.99,60.49,Card,Seller-Fulfilled,Express,3.9,0,Completed,0,0.0
ORD0000000136,2023-04-13,CUS003463,PRO00518,SEL00392,CH05,1,25.9,3.06,22.84,18.14,3.03,0.25,0.0,19.56,Card,Seller-Fulfilled,Express,3.6,0,Returned,0,0.0
ORD0000000139,2023-03-29,CUS006574,PRO00839,SEL00057,CH04,2,7.06,1.0,6.06,4.01,0.8,0.1,0.0,5.16,Card,Seller-Fulfilled,Standard,5.9,1,Returned,0,0.0
ORD0000000140,2023-11-03,CUS006884,PRO00332,SEL00121,CH02,1,73.81,8.4,65.41,37.88,10.35,0.61,2.99,57.44,BNPL,Seller-Fulfilled,Standard,6.2,0,Returned,1,25.54
ORD0000000143,2023-02-04,CUS003511,PRO00131,SEL00287,CH04,1,33.19,0.71,32.48,18.91,5.09,0.48,0.0,26.91,Card,Seller-Fulfilled,Standard,3.7,1,Completed,0,0.0
ORD0000000146,2023-02-11,CUS005882,PRO00218,SEL00204,CH06,2,116.66,11.16,105.5,62.38,11.05,1.84,3.99,96.6,Card,Seller-Fulfilled,Express,2.7,1,Completed,0,0.0
ORD0000000147,2023-12-01,CUS000334,PRO00629,SEL00363,CH01,1,6.0,0.81,5.19,3.52,0.49,0.06,0.0,4.64,Bank Transfer,Platform-Fulfilled,Standard,6.0,1,Completed,0,0.0
ORD0000000156,2023-12-11,CUS001339,PRO00367,SEL00079,CH01,1,5.46,1.44,4.02,2.26,0.6,0.04,3.99,7.37,Cash on Delivery,Platform-Fulfilled,Express,0.8,1,Completed,0,0.0
ORD0000000158,2023-02-10,CUS003975,PRO00163,SEL00277,CH01,3,47.04,7.17,39.87,27.47,2.77,0.45,3.99,40.64,Card,Platform-Fulfilled,Standard,4.9,1,Completed,0,0.0
ORD0000000159,2023-04-08,CUS004815,PRO00808,SEL00057,CH01,2,23.54,3.88,19.66,14.93,2.6,0.17,3.99,20.88,Card,Platform-Fulfilled,Express,2.5,1,Completed,0,0.0
ORD0000000161,2023-06-01,CUS001082,PRO00077,SEL00040,CH02,1,60.34,1.84,58.5,43.71,4.19,0.86,0.0,53.45,Card,Seller-Fulfilled,Standard,5.6,1,Completed,0,0.0
ORD0000000165,2023-11-11,CUS000407,PRO00101,SEL00208,CH01,1,68.45,7.37,61.08,43.48,5.83,0.72,5.99,60.52,Card,Platform-Fulfilled,Standard,5.1,1,Cancelled,0,0.0
ORD0000000166,2023-11-30,CUS002646,PRO00529,SEL00300,CH01,2,31.6,4.13,27.47,15.93,3.34,0.23,2.99,26.89,PayPal,Platform-Fulfilled,Standard,3.7,1,Completed,0,0.0
ORD0000000167,2023-01-09,CUS005992,PRO00021,SEL00128,CH01,1,112.62,17.29,95.33,68.1,11.36,1.18,3.99,86.78,Card,Seller-Fulfilled,Standard,4.7,1,Completed,0,0.0
ORD0000000176,2023-12-01,CUS003561,PRO00634,SEL00409,CH02,2,14.04,0.09,13.95,8.52,1.76,0.16,0.0,12.03,Card,Seller-Fulfilled,Standard,5.2,1,Completed,0,0.0
ORD0000000177,2023-04-24,CUS005857,PRO00890,SEL00178,CH04,1,8.06,1.45,6.61,3.68,0.51,0.05,2.99,9.04,BNPL,Platform-Fulfilled,Standard,3.5,1,Completed,0,0.0
ORD0000000181,2023-03-05,CUS005782,PRO00719,SEL00326,CH01,1,34.56,7.03,27.53,19.51,0.4,0.41,5.99,32.71,Cash on Delivery,Platform-Fulfilled,Express,2.5,1,Completed,0,0.0
ORD0000000182,2023-04-20,CUS006997,PRO00656,SEL00018,CH05,1,18.35,1.1,17.25,14.33,1.81,0.16,5.99,21.27,Card,Seller-Fulfilled,Express,3.4,0,Completed,0,0.0
ORD0000000183,2023-12-05,CUS007013,PRO00373,SEL00122,CH01,1,23.44,1.45,21.99,16.32,3.77,0.35,0.0,17.87,Card,Seller-Fulfilled,Express,2.6,1,Completed,0,0.0
ORD0000000186,2023-03-04,CUS001917,PRO00236,SEL00035,CH02,1,4.35,0.94,3.41,2.19,0.52,0.06,2.99,5.82,Card,Platform-Fulfilled,Express,1.6,1,Completed,0,0.0
ORD0000000189,2023-06-06,CUS006963,PRO00974,SEL00337,CH04,2,90.98,6.68,84.3,56.39,10.96,0.86,0.0,72.48,Card,Seller-Fulfilled,Standard,5.8,1,Completed,0,0.0
ORD0000000192,2023-06-19,CUS005343,PRO00685,SEL00169,CH03,1,211.11,6.43,204.68,154.02,17.05,3.15,3.99,188.47,Card,Seller-Fulfilled,Pickup Point,1.5,1,Completed,0,0.0
ORD0000000195,2023-04-25,CUS004284,PRO00665,SEL00222,CH02,1,71.42,8.52,62.9,38.18,11.24,0.71,0.0,50.95,Card,Seller-Fulfilled,Standard,5.8,1,Completed,0,0.0
ORD0000000201,2023-04-25,CUS003868,PRO00921,SEL00027,CH01,1,9.03,1.31,7.72,5.17,0.49,0.09,0.0,7.14,BNPL,Seller-Fulfilled,Standard,3.1,1,Completed,0,0.0
ORD0000000202,2023-06-21,CUS006002,PRO00486,SEL00229,CH06,1,4.3,0.47,3.83,2.53,0.55,0.06,0.0,3.22,Card,Seller-Fulfilled,Standard,5.7,1,Completed,0,0.0
ORD0000000203,2023-09-22,CUS002414,PRO00070,SEL00069,CH05,1,30.83,6.3,24.53,17.56,3.22,0.31,0.0,21.0,PayPal,Platform-Fulfilled,Express,1.8,1,Completed,0,0.0
ORD0000000206,2023-06-19,CUS002390,PRO00543,SEL00221,CH05,1,25.18,0.49,24.69,16.85,0.3,0.41,0.0,23.98,Cash on Delivery,Seller-Fulfilled,Express,2.3,1,Completed,0,0.0
ORD0000000207,2023-08-19,CUS006881,PRO00069,SEL00066,CH03,2,317.48,5.63,311.85,193.82,48.77,4.04,2.99,262.03,BNPL,Seller-Fulfilled,Express,3.8,0,Completed,0,0.0
ORD0000000210,2023-03-23,CUS002659,PRO00765,SEL00272,CH04,1,77.71,9.85,67.86,44.54,4.24,0.96,5.99,68.65,BNPL,Seller-Fulfilled,Standard,3.2,1,Completed,0,0.0
ORD0000000224,2023-04-29,CUS006177,PRO00749,SEL00295,CH01,1,73.92,11.83,62.09,36.32,0.87,1.11,0.0,60.11,BNPL,Platform-Fulfilled,Standard,6.9,0,Completed,0,0.0
ORD0000000225,2023-12-12,CUS006496,PRO00681,SEL00059,CH01,1,26.32,7.79,18.53,13.45,0.33,0.19,0.0,18.01,PayPal,Seller-Fulfilled,Standard,1.3,1,Completed,0,0.0
ORD0000000236,2023-08-17,CUS006478,PRO00620,SEL00080,CH01,1,72.38,1.44,70.94,47.92,6.88,1.08,0.0,62.98,Card,Seller-Fulfilled,Standard,2.1,1,Completed,0,0.0
ORD0000000242,2023-07-20,CUS005062,PRO00497,SEL00108,CH01,1,48.77,7.5,41.27,31.59,2.53,0.25,3.99,42.48,BNPL,Seller-Fulfilled,Standard,4.4,1,Completed,0,0.0
ORD0000000244,2023-08-30,CUS001234,PRO00807,SEL00294,CH05,1,28.78,1.77,27.01,18.94,1.72,0.17,3.99,29.11,PayPal,Seller-Fulfilled,Standard,6.8,0,Cancelled,0,0.0
ORD0000000245,2023-11-21,CUS002031,PRO00546,SEL00076,CH03,2,204.1,28.53,175.57,121.01,31.16,1.54,2.99,145.86,Card,Seller-Fulfilled,Pickup Point,2.9,1,Completed,0,0.0
ORD0000000261,2023-07-18,CUS001943,PRO00475,SEL00139,CH01,4,122.6,25.87,96.73,66.47,9.44,0.78,2.99,89.5,BNPL,Seller-Fulfilled,Pickup Point,4.4,1,Returned,0,0.0
ORD0000000263,2023-12-11,CUS006172,PRO00953,SEL00283,CH01,2,29.64,3.96,25.68,16.07,3.46,0.25,3.99,25.96,Card,Seller-Fulfilled,Express,2.6,1,Completed,0,0.0
ORD0000000274,2023-03-31,CUS005554,PRO00808,SEL00193,CH04,1,14.32,2.45,11.87,9.79,0.73,0.09,3.99,15.04,PayPal,Seller-Fulfilled,Standard,5.4,1,Completed,0,0.0
ORD0000000278,2023-01-09,CUS002175,PRO00877,SEL00111,CH06,1,4.82,0.02,4.8,3.18,0.36,0.03,5.99,10.4,Bank Transfer,Seller-Fulfilled,Express,1.6,1,Completed,0,0.0
ORD0000000280,2023-11-22,CUS003910,PRO00882,SEL00376,CH06,2,193.5,32.36,161.14,106.46,12.49,1.69,5.99,152.95,Bank Transfer,Seller-Fulfilled,Standard,2.9,1,Completed,0,0.0
ORD0000000286,2023-11-02,CUS001911,PRO00644,SEL00165,CH06,2,27.22,6.89,20.33,14.62,3.22,0.35,2.99,19.75,Card,Platform-Fulfilled,Express,1.0,1,Completed,0,0.0
ORD0000000289,2023-02-26,CUS004555,PRO00884,SEL00320,CH06,3,319.83,37.4,282.43,184.33,0.76,2.9,0.0,278.77,BNPL,Platform-Fulfilled,Express,2.4,1,Completed,0,0.0
ORD0000000290,2023-04-20,CUS004665,PRO00453,SEL00407,CH01,1,16.55,0.92,15.63,9.07,0.25,0.19,5.99,21.18,PayPal,Seller-Fulfilled,Pickup Point,4.0,1,Completed,0,0.0
ORD0000000298,2023-12-02,CUS004786,PRO00048,SEL00283,CH03,1,68.54,2.58,65.96,39.78,8.88,1.07,5.99,62.0,Bank Transfer,Seller-Fulfilled,Express,2.8,1,Completed,0,0.0
ORD0000000299,2023-12-26,CUS001800,PRO00465,SEL00327,CH02,2,25.38,4.18,21.2,12.42,1.77,0.34,0.0,19.09,Card,Seller-Fulfilled,Express,2.4,1,Completed,0,0.0
ORD0000000302,2023-06-15,CUS000158,PRO00045,SEL00223,CH06,1,65.12,6.04,59.08,38.8,4.05,0.78,2.99,57.24,PayPal,Seller-Fulfilled,Standard,6.3,0,Returned,1,37.99
ORD0000000305,2023-10-24,CUS003916,PRO00329,SEL00138,CH06,2,29.68,2.34,27.34,17.63,0.28,0.47,0.0,26.59,Card,Seller-Fulfilled,Express,3.0,1,Completed,0,0.0
ORD0000000306,2023-01-21,CUS003950,PRO00563,SEL00385,CH06,2,35.98,1.0,34.98,25.81,3.42,0.51,0.0,31.05,PayPal,Seller-Fulfilled,Express,2.4,1,Completed,0,0.0
ORD0000000307,2023-02-20,CUS005832,PRO00544,SEL00095,CH05,1,5.21,0.57,4.64,2.51,0.05,0.07,5.99,10.51,Card,Platform-Fulfilled,Standard,3.4,1,Completed,0,0.0
ORD0000000311,2023-05-04,CUS004775,PRO00723,SEL00119,CH03,1,138.29,13.94,124.35,71.85,13.53,1.69,2.99,112.12,Bank Transfer,Platform-Fulfilled,Standard,6.5,0,Completed,0,0.0
ORD0000000322,2023-04-04,CUS005494,PRO00206,SEL00349,CH04,1,11.61,0.65,10.96,8.13,1.5,0.11,2.99,12.34,Card,Seller-Fulfilled,Standard,2.6,1,Completed,0,0.0
ORD0000000323,2023-06-14,CUS004931,PRO00061,SEL00198,CH06,1,109.14,3.3,105.84,77.83,15.14,1.03,0.0,89.67,Card,Platform-Fulfilled,Standard,6.9,0,Completed,0,0.0
ORD0000000325,2023-04-16,CUS002092,PRO00358,SEL00283,CH01,2,14.4,0.89,13.51,7.77,1.82,0.09,0.0,11.6,Card,Platform-Fulfilled,Standard,6.3,0,Completed,0,0.0
ORD0000000331,2023-06-28,CUS007021,PRO00519,SEL00267,CH01,1,56.78,0.05,56.73,33.99,0.39,0.89,0.0,55.45,Card,Seller-Fulfilled,Standard,4.6,1,Completed,0,0.0
ORD0000000332,2023-04-16,CUS001372,PRO00710,SEL00386,CH06,2,78.24,12.97,65.27,40.56,11.59,0.62,2.99,56.05,PayPal,Seller-Fulfilled,Standard,3.9,1,Completed,0,0.0
ORD0000000339,2023-04-20,CUS001813,PRO00098,SEL00025,CH02,1,28.08,1.94,26.14,17.31,2.46,0.3,5.99,29.37,Card,Seller-Fulfilled,Express,4.0,0,Completed,0,0.0
ORD0000000340,2023-09-14,CUS003257,PRO00830,SEL00244,CH06,2,9.86,1.29,8.57,5.95,1.05,0.14,0.0,7.38,Card,Seller-Fulfilled,Express,2.7,1,Completed,0,0.0
ORD0000000341,2023-05-05,CUS006889,PRO00665,SEL00286,CH04,1,66.23,0.87,65.36,46.15,0.67,1.14,2.99,66.54,PayPal,Platform-Fulfilled,Standard,5.6,1,Completed,0,0.0
ORD0000000345,2023-08-11,CUS004124,PRO00671,SEL00096,CH02,1,29.02,1.49,27.53,15.77,3.88,0.44,0.0,23.21,Card,Seller-Fulfilled,Standard,2.4,1,Returned,0,0.0
ORD0000000346,2023-10-14,CUS000119,PRO00917,SEL00058,CH02,1,7.61,1.04,6.57,5.17,0.69,0.09,3.99,9.78,PayPal,Seller-Fulfilled,Pickup Point,3.3,1,Completed,0,0.0
ORD0000000349,2023-07-06,CUS007161,PRO00569,SEL00389,CH03,1,43.68,1.43,42.25,32.21,5.29,0.44,3.99,40.51,Card,Platform-Fulfilled,Express,2.6,1,Completed,0,0.0
ORD0000000352,2023-05-27,CUS005963,PRO00287,SEL00360,CH05,2,139.48,0.69,138.79,78.56,20.75,2.47,0.0,115.57,PayPal,Seller-Fulfilled,Pickup Point,2.7,1,Completed,0,0.0
ORD0000000354,2023-03-15,CUS006224,PRO00466,SEL00147,CH01,2,906.4,198.16,708.24,503.84,110.63,11.57,0.0,586.04,PayPal,Seller-Fulfilled,Express,2.8,1,Returned,1,288.05
ORD0000000355,2023-10-29,CUS002416,PRO00453,SEL00396,CH03,1,13.43,1.06,12.37,7.67,0.99,0.09,3.99,15.28,Card,Seller-Fulfilled,Standard,3.5,1,Completed,0,0.0
ORD0000000357,2023-08-18,CUS003067,PRO00917,SEL00128,CH03,2,15.5,1.77,13.73,10.51,1.64,0.09,3.99,15.99,Card,Seller-Fulfilled,Standard,4.5,1,Completed,0,0.0
ORD0000000363,2023-12-26,CUS005252,PRO00297,SEL00008,CH04,3,28.56,6.02,22.54,12.86,1.89,0.27,0.0,20.38,Bank Transfer,Platform-Fulfilled,Express,2.6,1,Returned,1,12.91
ORD0000000366,2023-02-22,CUS002303,PRO00070,SEL00340,CH04,1,27.02,0.22,26.8,17.81,0.08,0.28,3.99,30.43,Card,Seller-Fulfilled,Standard,5.5,1,Completed,0,0.0
ORD0000000369,2023-02-26,CUS000268,PRO00519,SEL00208,CH03,1,66.83,5.85,60.98,42.69,5.82,1.07,0.0,54.09,PayPal,Seller-Fulfilled,Standard,4.6,1,Completed,0,0.0
ORD0000000377,2023-06-06,CUS003438,PRO00726,SEL00152,CH02,3,96.66,9.04,87.62,54.92,5.6,1.52,3.99,84.49,Cash on Delivery,Platform-Fulfilled,Pickup Point,3.0,1,Completed,0,0.0
ORD0000000378,2023-07-22,CUS001872,PRO00975,SEL00265,CH06,1,35.31,5.49,29.82,19.36,4.01,0.31,3.99,29.49,PayPal,Platform-Fulfilled,Standard,4.3,1,Completed,0,0.0
ORD0000000381,2023-01-09,CUS002600,PRO00336,SEL00066,CH04,2,281.8,45.78,236.02,158.89,36.91,2.06,2.99,200.04,PayPal,Seller-Fulfilled,Standard,5.7,1,Returned,1,122.31
ORD0000000382,2023-04-01,CUS003292,PRO00764,SEL00165,CH05,1,7.0,0.77,6.23,3.95,0.99,0.1,2.99,8.13,Card,Seller-Fulfilled,Standard,4.5,1,Cancelled,0,0.0
ORD0000000384,2023-08-22,CUS006891,PRO00917,SEL00025,CH04,2,13.78,3.02,10.76,7.52,1.01,0.12,5.99,15.62,Card,Platform-Fulfilled,Express,2.8,1,Completed,0,0.0
ORD0000000387,2023-11-18,CUS004174,PRO00205,SEL00240,CH01,2,36.98,7.24,29.74,20.8,4.77,0.32,3.99,28.64,Cash on Delivery,Seller-Fulfilled,Standard,5.9,1,Returned,1,15.86
ORD0000000388,2023-11-03,CUS003475,PRO00546,SEL00160,CH04,3,345.6,39.82,305.78,239.89,51.4,4.41,0.0,249.97,Card,Seller-Fulfilled,Express,2.9,1,Completed,0,0.0
ORD0000000393,2023-01-05,CUS003276,PRO00811,SEL00315,CH04,1,88.71,13.74,74.97,46.95,0.55,1.18,5.99,79.23,Card,Platform-Fulfilled,Standard,6.5,0,Completed,0,0.0
ORD0000000396,2023-06-26,CUS002055,PRO00644,SEL00004,CH04,1,19.61,2.41,17.2,12.9,1.64,0.12,2.99,18.43,Card,Platform-Fulfilled,Standard,5.6,1,Completed,0,0.0
ORD0000000401,2023-05-27,CUS001251,PRO00824,SEL00322,CH01,4,78.56,5.81,72.75,58.03,0.54,1.27,2.99,73.93,BNPL,Platform-Fulfilled,Standard,5.2,1,Completed,0,0.0
ORD0000000406,2023-05-22,CUS004504,PRO00403,SEL00222,CH05,1,26.02,4.41,21.61,13.81,3.86,0.32,0.0,17.43,Bank Transfer,Platform-Fulfilled,Standard,3.5,1,Completed,0,0.0
ORD0000000407,2023-09-20,CUS005705,PRO00237,SEL00051,CH05,1,18.13,3.5,14.63,9.84,1.26,0.23,2.99,16.13,Card,Seller-Fulfilled,Standard,5.4,1,Completed,0,0.0
ORD0000000410,2023-11-17,CUS004430,PRO00089,SEL00125,CH01,2,113.34,27.59,85.75,61.67,11.28,0.96,2.99,76.5,BNPL,Platform-Fulfilled,Standard,1.8,1,Completed,0,0.0
ORD0000000412,2023-11-25,CUS000479,PRO00064,SEL00115,CH04,2,24.3,5.94,18.36,11.9,2.88,0.11,0.0,15.37,Card,Seller-Fulfilled,Standard,6.3,0,Returned,1,6.52
ORD0000000416,2023-10-31,CUS000697,PRO00811,SEL00078,CH01,1,92.68,11.81,80.87,61.66,0.99,0.69,3.99,83.18,PayPal,Platform-Fulfilled,Standard,4.0,1,Completed,0,0.0
ORD0000000419,2023-12-23,CUS002552,PRO00263,SEL00219,CH01,3,114.9,6.94,107.96,68.97,11.98,0.7,3.99,99.27,Card,Platform-Fulfilled,Standard,6.7,0,Completed,0,0.0
ORD0000000425,2023-05-28,CUS001461,PRO00908,SEL00303,CH01,1,105.85,14.89,90.96,50.79,11.14,1.1,2.99,81.71,PayPal,Seller-Fulfilled,Express,2.7,1,Completed,0,0.0
ORD0000000437,2023-05-05,CUS006697,PRO00660,SEL00112,CH02,2,90.16,17.34,72.82,48.56,0.73,0.57,0.0,71.52,Bank Transfer,Seller-Fulfilled,Standard,5.9,1,Completed,0,0.0
ORD0000000441,2023-12-07,CUS002743,PRO00797,SEL00330,CH01,3,38.07,5.24,32.83,25.33,5.21,0.31,2.99,30.3,Card,Platform-Fulfilled,Standard,4.2,1,Returned,1,31.23
ORD0000000442,2023-04-11,CUS006361,PRO00599,SEL00383,CH04,2,102.78,0.67,102.11,64.01,14.85,1.15,0.0,86.11,PayPal,Seller-Fulfilled,Standard,4.8,1,Completed,0,0.0
ORD0000000443,2023-09-05,CUS000200,PRO00157,SEL00373,CH02,1,22.5,4.72,17.78,10.27,2.83,0.2,3.99,18.74,Card,Seller-Fulfilled,Express,2.0,1,Completed,0,0.0
ORD0000000445,2023-05-12,CUS000256,PRO00188,SEL00359,CH03,2,63.4,2.57,60.83,43.77,0.41,0.66,0.0,59.76,Card,Platform-Fulfilled,Standard,3.5,1,Completed,0,0.0
ORD0000000448,2023-08-26,CUS000816,PRO00520,SEL00105,CH01,2,17.02,2.89,14.13,11.09,1.26,0.16,0.0,12.71,Card,Seller-Fulfilled,Standard,6.1,0,Completed,0,0.0
ORD0000000451,2023-10-01,CUS006284,PRO00307,SEL00174,CH01,1,21.85,2.57,19.28,11.17,1.28,0.17,0.0,17.83,Card,Platform-Fulfilled,Express,2.5,1,Completed,0,0.0
ORD0000000452,2023-10-01,CUS003143,PRO00799,SEL00027,CH05,1,449.36,17.09,432.27,309.51,27.67,6.15,3.99,402.44,Card,Seller-Fulfilled,Standard,4.0,1,Completed,0,0.0
ORD0000000453,2023-02-01,CUS000537,PRO00100,SEL00280,CH03,2,26.64,4.87,21.77,15.09,1.41,0.13,2.99,23.22,Card,Seller-Fulfilled,Standard,5.0,1,Completed,0,0.0
