SpendID,SpendDate,CampaignID,ChannelID,AdSpend,AttributedRevenue,Conversions,AvgOrderValue,CPA,ConversionRate
MKT000000060,2022-04-04,CMP00036,CH03,891.8,5296.12,28,71.67,31.85,0.0016
MKT000000062,2022-11-15,CMP00076,CH02,118.8,1026.73,5,65.85,23.76,0.0006
MKT000000063,2021-12-30,CMP00047,CH05,966.02,11360.29,37,72.78,26.11,0.0028
MKT000000067,2022-08-20,CMP00032,CH04,5369.18,9257.63,51,111.96,105.28,0.0037
MKT000000068,2022-08-29,CMP00122,CH06,814.99,1417.43,6,44.02,135.83,0.0027
MKT000000069,2022-12-06,CMP00169,CH03,2448.19,7610.99,39,102.86,62.77,0.0038
MKT000000075,2021-08-14,CMP00249,CH02,369.73,1572.95,15,83.98,24.65,0.0012
MKT000000076,2022-03-24,CMP00046,CH05,5108.38,14345.67,47,69.3,108.69,0.0275
MKT000000077,2022-05-09,CMP00089,CH03,229.3,1772.73,16,82.86,14.33,0.001
MKT000000080,2021-10-03,CMP00077,CH01,680.52,7558.16,28,97.52,24.3,0.0016
MKT000000081,2021-05-14,CMP00198,CH04,3353.87,10515.69,44,64.19,76.22,0.0044
MKT000000082,2022-07-26,CMP00210,CH06,2211.85,7979.12,29,66.47,76.27,0.0018
MKT000000083,2021-05-10,CMP00143,CH04,467.41,1429.23,6,50.47,77.9,0.0048
MKT000000086,2021-07-16,CMP00207,CH01,865.17,2838.92,8,78.01,108.15,0.0076
MKT000000087,2021-10-24,CMP00157,CH01,2253.69,11343.36,78,81.01,28.89,0.0206
MKT000000089,2022-09-06,CMP00233,CH01,1542.82,10497.57,38,75.06,40.6,0.0034
MKT000000090,2022-01-21,CMP00231,CH01,162.68,976.06,6,52.23,27.11,0.0024
MKT000000092,2021-12-17,CMP00198,CH04,3286.82,30843.01,138,82.26,23.82,0.0096
MKT000000093,2021-11-17,CMP00258,CH03,670.28,6394.25,37,74.46,18.12,0.0042
MKT000000096,2022-04-29,CMP00156,CH06,1636.77,5373.88,12,52.74,136.4,0.0012
MKT000000097,2022-09-18,CMP00273,CH05,4332.19,39592.87,165,83.88,26.26,0.0113
MKT000000098,2022-12-02,CMP00160,CH01,2143.1,15501.63,71,71.75,30.18,0.0043
MKT000000100,2021-11-25,CMP00094,CH01,993.39,4909.17,25,54.93,39.74,0.0025
MKT000000101,2021-11-23,CMP00075,CH01,5929.28,19038.01,62,75.79,95.63,0.026
MKT000000102,2022-06-18,CMP00017,CH04,1585.68,4853.13,20,69.06,79.28,0.0027
MKT000000103,2021-08-18,CMP00115,CH01,2281.67,17862.35,66,32.52,34.57,0.0069
MKT000000106,2021-02-07,CMP00275,CH05,1246.49,4343.34,23,82.38,54.2,0.0026
MKT000000110,2021-05-22,CMP00260,CH03,203.39,1351.33,16,66.44,12.71,0.0012
MKT000000113,2021-10-29,CMP00064,CH02,80.0,983.05,3,116.57,26.67,0.0005
MKT000000118,2021-09-07,CMP00116,CH04,456.38,1192.5,4,86.91,114.09,0.0022
MKT000000123,2021-01-25,CMP00086,CH03,309.88,2879.9,19,74.92,16.31,0.0043
MKT000000125,2022-11-14,CMP00021,CH01,4328.52,20024.16,85,76.82,50.92,0.0051
MKT000000127,2021-04-23,CMP00235,CH06,1008.41,3943.93,17,94.34,59.32,0.0022
MKT000000133,2022-07-08,CMP00262,CH06,3048.12,7385.8,33,100.88,92.37,0.0076
MKT000000138,2022-12-26,CMP00185,CH02,1274.44,9561.28,47,115.45,27.12,0.0041
MKT000000139,2022-06-03,CMP00134,CH01,1249.85,2115.22,6,79.67,208.31,0.0004
MKT000000140,2021-01-10,CMP00247,CH04,397.96,938.3,3,86.64,132.65,0.0002
MKT000000142,2022-06-24,CMP00165,CH01,1311.64,3368.01,21,52.44,62.46,0.0013
MKT000000143,2021-11-29,CMP00019,CH03,1882.63,10044.84,61,64.22,30.86,0.0433
MKT000000144,2022-12-03,CMP00207,CH01,2675.85,10242.97,57,47.28,46.94,0.0454
MKT000000146,2022-04-08,CMP00099,CH02,117.25,1230.64,1,118.36,117.25,0.0001
MKT000000153,2021-06-26,CMP00008,CH01,593.1,2136.76,9,79.2,65.9,0.0029
MKT000000156,2022-07-31,CMP00260,CH03,454.27,3206.92,22,79.84,20.65,0.0088
MKT000000158,2021-11-27,CMP00013,CH06,3885.3,17274.96,94,70.8,41.33,0.0054
MKT000000161,2022-04-03,CMP00220,CH04,1630.92,5412.81,11,94.32,148.27,0.0027
MKT000000162,2021-02-07,CMP00153,CH03,267.67,1663.23,16,54.11,16.73,0.001
MKT000000169,2021-05-26,CMP00260,CH03,879.24,9521.36,69,67.91,12.74,0.0116
MKT000000170,2021-11-04,CMP00202,CH03,691.55,10385.14,80,67.2,8.64,0.007
MKT000000172,2022-10-08,CMP00055,CH03,465.03,3536.23,24,68.72,19.38,0.0016
MKT000000175,2022-07-15,CMP00252,CH04,1582.5,7672.91,33,77.42,47.95,0.0058
MKT000000182,2022-01-27,CMP00194,CH05,356.35,1835.22,10,81.89,35.63,0.0017
MKT000000183,2021-07-22,CMP00246,CH03,411.68,4115.34,32,73.74,12.86,0.0019
MKT000000184,2021-11-25,CMP00084,CH04,1914.82,8440.78,37,99.97,51.75,0.0024
MKT000000186,2021-08-25,CMP00156,CH06,1670.63,9617.25,36,93.21,46.41,0.0028
MKT000000187,2022-05-02,CMP00073,CH01,1107.0,2358.24,6,62.9,184.5,0.0005
MKT000000188,2022-11-10,CMP00047,CH05,2919.04,13885.51,38,89.82,76.82,0.0068
MKT000000191,2022-07-30,CMP00100,CH01,1210.96,7777.02,33,87.28,36.7,0.0129
MKT000000195,2021-03-20,CMP00153,CH03,551.12,4846.47,33,83.08,16.7,0.0055
MKT000000198,2022-04-01,CMP00102,CH02,80.0,1230.97,4,89.95,20.0,0.0011
MKT000000205,2021-09-09,CMP00259,CH02,146.53,1682.05,10,29.71,14.65,0.0006
MKT000000206,2022-06-15,CMP00198,CH04,921.29,4261.01,14,89.63,65.81,0.0033
MKT000000207,2022-06-07,CMP00244,CH03,91.15,578.79,1,75.23,91.15,0.0001
MKT000000208,2021-07-28,CMP00195,CH05,714.97,6414.49,41,81.86,17.44,0.0032
MKT000000210,2021-06-16,CMP00027,CH02,191.36,1935.65,5,78.69,38.27,0.0005
MKT000000216,2021-11-27,CMP00205,CH03,2743.17,18554.95,95,76.38,28.88,0.0079
MKT000000218,2021-01-22,CMP00277,CH01,1023.4,5383.79,19,80.51,53.86,0.0039
MKT000000223,2021-12-25,CMP00062,CH02,238.85,2914.17,8,71.12,29.86,0.0006
MKT000000224,2021-05-06,CMP00180,CH01,930.66,7900.74,26,42.86,35.79,0.0029
MKT000000225,2021-10-28,CMP00143,CH04,4019.24,16172.0,82,97.44,49.02,0.031
MKT000000226,2021-05-31,CMP00190,CH06,770.28,2395.02,9,88.05,85.59,0.0013
MKT000000229,2022-04-22,CMP00046,CH05,1850.4,5565.54,19,94.79,97.39,0.0011
MKT000000230,2022-07-09,CMP00189,CH01,316.11,1102.52,3,68.44,105.37,0.0002
MKT000000231,2022-07-31,CMP00186,CH04,2930.87,17877.61,62,68.02,47.27,0.0056
MKT000000233,2021-08-01,CMP00154,CH01,447.36,2546.01,14,45.01,31.95,0.0037
MKT000000240,2021-12-15,CMP00062,CH02,159.38,1869.33,9,72.54,17.71,0.0034
MKT000000241,2022-10-26,CMP00022,CH03,647.01,3873.77,20,70.75,32.35,0.0015
MKT000000244,2022-12-30,CMP00112,CH01,627.23,2426.97,9,91.7,69.69,0.0055
MKT000000246,2021-07-13,CMP00148,CH02,209.63,3142.18,14,80.96,14.97,0.0038
MKT000000247,2021-02-16,CMP00272,CH05,531.81,5221.46,23,96.84,23.12,0.0022
MKT000000248,2021-10-08,CMP00266,CH01,939.66,2909.72,15,64.35,62.64,0.0026
MKT000000249,2022-05-08,CMP00002,CH04,779.17,3596.99,19,94.45,41.01,0.0024
MKT000000251,2022-12-25,CMP00042,CH04,664.24,629.63,4,102.13,166.06,0.0004
MKT000000252,2021-05-10,CMP00099,CH02,311.39,5295.03,23,75.28,13.54,0.0027
MKT000000256,2021-06-27,CMP00202,CH03,407.45,2084.61,8,78.5,50.93,0.0017
MKT000000257,2021-05-15,CMP00128,CH05,1102.89,6968.06,31,80.74,35.58,0.0062
MKT000000258,2021-11-29,CMP00280,CH01,759.27,4780.51,12,85.18,63.27,0.001
MKT000000260,2021-02-28,CMP00267,CH05,1425.62,11249.27,44,44.76,32.4,0.0033
MKT000000261,2022-12-03,CMP00128,CH05,2327.27,9875.97,40,97.27,58.18,0.0044
MKT000000264,2021-12-03,CMP00227,CH05,5257.57,10617.9,61,104.6,86.19,0.0035
MKT000000266,2022-06-20,CMP00087,CH06,782.36,4096.12,16,75.78,48.9,0.001
MKT000000267,2022-11-13,CMP00190,CH06,1411.78,1832.38,9,111.11,156.86,0.0038
MKT000000268,2021-10-04,CMP00018,CH01,6001.75,31388.93,196,101.57,30.62,0.08
MKT000000272,2021-05-11,CMP00120,CH04,744.48,492.49,1,55.69,744.48,0.0003
MKT000000273,2021-05-03,CMP00186,CH04,488.37,498.08,3,91.37,162.79,0.0004
MKT000000275,2021-12-08,CMP00119,CH01,1801.59,5495.15,32,43.4,56.3,0.0053
MKT000000276,2021-07-29,CMP00245,CH01,1095.02,3164.06,14,67.15,78.22,0.0028
MKT000000278,2021-03-11,CMP00141,CH05,493.25,3378.82,18,60.79,27.4,0.0014
MKT000000279,2021-04-12,CMP00166,CH02,279.49,2274.02,12,39.79,23.29,0.0009
MKT000000284,2022-12-16,CMP00029,CH01,2863.04,9824.78,33,68.53,86.76,0.0023
MKT000000285,2021-09-29,CMP00241,CH05,832.37,7583.57,19,69.82,43.81,0.0028
MKT000000286,2022-10-27,CMP00173,CH05,1420.45,13792.63,60,58.92,23.67,0.0103
MKT000000289,2021-12-04,CMP00056,CH04,3614.34,7292.21,29,76.98,124.63,0.0032
MKT000000291,2021-01-17,CMP00199,CH04,488.85,2055.78,14,98.45,34.92,0.001
MKT000000292,2022-01-07,CMP00002,CH04,2740.8,8142.27,36,100.77,76.13,0.0089
MKT000000295,2021-01-01,CMP00082,CH06,1240.79,3963.02,11,83.49,112.8,0.0013
MKT000000296,2021-02-13,CMP00078,CH01,2297.05,17546.61,57,71.69,40.3,0.0102
MKT000000298,2022-04-18,CMP00266,CH01,649.58,3220.24,17,51.73,38.21,0.0012
MKT000000299,2022-06-07,CMP00058,CH05,334.81,2030.79,9,99.78,37.2,0.0008
MKT000000303,2022-11-13,CMP00158,CH06,2614.95,3468.91,14,43.26,186.78,0.0014
MKT000000304,2021-05-28,CMP00038,CH01,1353.83,6373.44,25,33.03,54.15,0.0206
MKT000000307,2022-02-04,CMP00091,CH06,1375.6,2429.02,10,86.74,137.56,0.0021
MKT000000308,2021-05-21,CMP00136,CH01,3063.14,8916.11,31,87.32,98.81,0.0032
MKT000000312,2021-04-11,CMP00152,CH01,1635.9,17741.35,77,75.99,21.25,0.0259
MKT000000315,2021-03-20,CMP00025,CH01,464.59,1022.11,9,60.95,51.62,0.0056
MKT000000316,2021-07-28,CMP00217,CH01,2614.33,18662.74,73,123.35,35.81,0.01
MKT000000317,2022-11-22,CMP00011,CH02,857.83,1850.4,8,86.04,107.23,0.0005
MKT000000319,2021-05-02,CMP00186,CH04,634.2,2508.99,19,108.74,33.38,0.0045
MKT000000320,2022-08-21,CMP00015,CH02,95.75,1489.79,7,104.92,13.68,0.0018
MKT000000323,2021-05-16,CMP00154,CH01,5405.32,25367.07,107,129.75,50.52,0.0108
MKT000000324,2022-05-03,CMP00216,CH03,527.92,4411.17,24,51.88,22.0,0.0027
MKT000000327,2021-04-06,CMP00259,CH02,92.78,346.76,1,87.82,92.78,0.0007
MKT000000330,2021-11-02,CMP00252,CH04,3993.99,4953.24,12,88.8,332.83,0.0013
MKT000000331,2021-09-10,CMP00147,CH01,1275.48,4757.49,29,83.46,43.98,0.0019
MKT000000332,2022-02-05,CMP00125,CH04,865.0,4411.0,17,79.71,50.88,0.003
MKT000000334,2021-10-30,CMP00211,CH01,1028.05,6283.45,34,39.89,30.24,0.002
MKT000000335,2022-08-01,CMP00179,CH02,280.78,1573.31,5,67.42,56.16,0.0004
MKT000000341,2022-06-11,CMP00044,CH03,312.33,1341.28,11,85.24,28.39,0.0039
MKT000000342,2021-08-02,CMP00154,CH01,1029.08,2819.66,15,78.75,68.61,0.0029
MKT000000344,2022-09-21,CMP00141,CH05,322.53,3528.81,20,123.21,16.13,0.0013
MKT000000345,2022-07-20,CMP00084,CH04,1916.27,7034.07,45,98.44,42.58,0.0035
MKT000000346,2022-09-30,CMP00128,CH05,2503.73,31210.94,172,79.53,14.56,0.0109
MKT000000347,2022-07-07,CMP00235,CH06,1257.31,2172.04,8,99.9,157.16,0.0034
MKT000000349,2022-11-19,CMP00081,CH03,692.29,5396.59,36,77.0,19.23,0.003
MKT000000352,2021-09-06,CMP00194,CH05,1339.36,8769.59,29,77.59,46.18,0.0045
MKT000000353,2022-10-13,CMP00219,CH05,4388.36,31585.83,133,78.81,33.0,0.0101
MKT000000355,2021-04-27,CMP00082,CH06,1106.08,2004.59,10,65.25,110.61,0.0021
MKT000000357,2021-08-07,CMP00280,CH01,987.29,4137.83,14,111.75,70.52,0.0015
MKT000000358,2021-10-27,CMP00043,CH01,1488.21,5852.72,34,80.53,43.77,0.0023
MKT000000360,2021-03-31,CMP00020,CH04,4409.23,32788.75,206,107.37,21.4,0.0137
MKT000000361,2022-11-15,CMP00116,CH04,805.77,1649.28,13,57.3,61.98,0.001
MKT000000362,2022-02-10,CMP00071,CH04,3315.76,12628.34,63,88.21,52.63,0.0091
MKT000000363,2022-01-22,CMP00088,CH01,1099.41,8427.88,35,64.21,31.41,0.0031
MKT000000365,2022-01-11,CMP00041,CH06,1865.87,9024.21,30,93.17,62.2,0.002
MKT000000368,2021-07-29,CMP00059,CH05,533.85,4963.08,22,98.88,24.27,0.004
MKT000000369,2022-02-26,CMP00021,CH01,2798.16,13783.4,63,71.04,44.42,0.0124
MKT000000371,2021-08-12,CMP00084,CH04,999.32,6583.48,24,103.82,41.64,0.0014
MKT000000374,2022-03-12,CMP00088,CH01,1067.64,2462.18,11,95.87,97.06,0.0013
MKT000000377,2021-11-15,CMP00072,CH04,2607.77,8227.16,25,64.84,104.31,0.0016
MKT000000378,2022-08-25,CMP00230,CH01,375.91,2488.56,22,97.66,17.09,0.0018
MKT000000380,2021-05-23,CMP00170,CH02,80.0,1414.71,2,58.94,40.0,0.0006
MKT000000383,2022-09-04,CMP00052,CH04,1001.07,5957.53,34,90.08,29.44,0.0038
MKT000000384,2022-07-02,CMP00181,CH01,10454.6,39438.96,153,63.49,68.33,0.08
MKT000000386,2022-05-31,CMP00235,CH06,796.04,1718.89,6,122.88,132.67,0.0005
MKT000000387,2021-08-21,CMP00254,CH01,3177.12,27080.99,114,89.88,27.87,0.0184
MKT000000392,2021-02-02,CMP00074,CH01,3244.94,19333.65,98,56.28,33.11,0.0069
MKT000000394,2022-03-26,CMP00100,CH01,2747.58,19125.57,109,97.99,25.21,0.0074
MKT000000396,2022-04-05,CMP00170,CH02,336.34,4254.63,20,89.87,16.82,0.0033
MKT000000399,2022-12-11,CMP00017,CH04,2200.85,7472.92,28,89.61,78.6,0.0035
MKT000000400,2022-03-06,CMP00054,CH05,2717.79,18156.81,114,76.54,23.84,0.0199
MKT000000403,2021-07-17,CMP00125,CH04,1162.57,3874.13,15,79.43,77.5,0.0013
MKT000000404,2022-08-14,CMP00098,CH03,433.34,3756.42,40,91.67,10.83,0.0112
MKT000000408,2021-10-21,CMP00042,CH04,4654.03,15671.44,55,109.53,84.62,0.0035
MKT000000410,2022-04-20,CMP00008,CH01,493.84,229.26,2,48.51,246.92,0.0002
MKT000000412,2022-07-04,CMP00234,CH02,204.51,1290.5,8,36.73,25.56,0.0008
MKT000000418,2022-08-14,CMP00015,CH02,131.74,451.57,3,67.11,43.91,0.0005
MKT000000419,2021-10-17,CMP00276,CH05,329.32,2893.27,7,54.97,47.05,0.0016
MKT000000420,2022-01-29,CMP00052,CH04,1377.96,814.17,3,85.36,459.32,0.0004
MKT000000423,2021-10-30,CMP00156,CH06,1340.53,4548.36,11,32.66,121.87,0.0021
MKT000000425,2022-11-15,CMP00133,CH03,445.61,4147.63,31,87.14,14.37,0.0044
MKT000000428,2022-04-14,CMP00144,CH04,140.4,335.02,1,103.53,140.4,0.0001
MKT000000431,2021-11-07,CMP00196,CH03,429.91,4590.07,29,102.6,14.82,0.0018
MKT000000433,2021-07-20,CMP00155,CH03,612.04,1947.62,15,102.21,40.8,0.0009
MKT000000435,2021-04-04,CMP00238,CH04,9284.82,7706.14,29,64.85,320.17,0.0024
MKT000000436,2021-08-15,CMP00098,CH03,987.5,7579.05,37,73.28,26.69,0.0202
MKT000000437,2021-08-10,CMP00147,CH01,1784.32,6386.17,29,90.72,61.53,0.0027
MKT000000440,2021-01-07,CMP00071,CH04,2824.6,13473.04,72,73.02,39.23,0.0047
MKT000000441,2021-08-15,CMP00113,CH03,1271.98,10561.48,106,75.26,12.0,0.08
MKT000000443,2021-07-27,CMP00178,CH01,1467.08,6357.01,17,100.79,86.3,0.0014
MKT000000445,2021-04-08,CMP00018,CH01,4100.41,10056.38,51,63.07,80.4,0.0062
MKT000000446,2021-07-05,CMP00088,CH01,2677.69,20248.01,96,83.65,27.89,0.0054
MKT000000448,2022-08-25,CMP00066,CH04,1598.81,8325.33,47,97.63,34.02,0.0066
MKT000000451,2022-05-04,CMP00161,CH01,1248.38,8974.63,46,77.79,27.14,0.0037
MKT000000455,2022-11-23,CMP00160,CH01,804.32,3515.31,23,91.55,34.97,0.0019
MKT000000458,2021-07-08,CMP00140,CH01,5100.49,28652.76,123,108.17,41.47,0.0115
MKT000000460,2021-02-28,CMP00006,CH04,3708.77,13814.14,58,84.98,63.94,0.0087
MKT000000461,2022-03-31,CMP00135,CH02,130.3,474.3,1,82.62,130.3,0.0001
MKT000000462,2022-07-10,CMP00012,CH04,1077.55,7144.59,36,93.47,29.93,0.0032
MKT000000465,2022-12-18,CMP00178,CH01,505.44,3686.15,13,104.08,38.88,0.0012
MKT000000468,2021-03-13,CMP00146,CH01,1077.48,3497.71,27,86.15,39.91,0.0023
MKT000000469,2022-04-13,CMP00151,CH01,822.91,2497.43,16,86.2,51.43,0.0011
MKT000000472,2022-03-25,CMP00098,CH03,451.89,1203.07,4,109.47,112.97,0.0003
MKT000000473,2022-05-15,CMP00091,CH06,1432.82,6283.09,22,93.48,65.13,0.0025
MKT000000477,2022-01-22,CMP00207,CH01,727.5,1144.05,5,72.86,145.5,0.0004
MKT000000480,2021-01-07,CMP00225,CH02,370.59,3040.68,7,84.06,52.94,0.0007
MKT000000482,2021-12-02,CMP00269,CH01,1604.99,7154.99,22,86.41,72.95,0.0023
MKT000000485,2021-10-23,CMP00162,CH01,2791.82,22253.67,89,79.1,31.37,0.0054
MKT000000486,2022-07-01,CMP00021,CH01,561.67,2734.43,14,101.28,40.12,0.001
MKT000000493,2022-02-28,CMP00211,CH01,1690.46,4351.9,25,85.3,67.62,0.0022
MKT000000495,2021-07-29,CMP00022,CH03,328.88,4067.71,33,84.89,9.97,0.0021
MKT000000496,2022-11-08,CMP00122,CH06,2780.91,10730.82,46,94.38,60.45,0.0036
MKT000000503,2022-03-30,CMP00216,CH03,765.01,3396.83,39,75.02,19.62,0.0056
MKT000000504,2022-09-04,CMP00087,CH06,2855.99,10455.18,40,66.65,71.4,0.0027
MKT000000506,2022-07-14,CMP00014,CH03,516.66,5075.92,37,119.42,13.96,0.0032
MKT000000507,2021-01-27,CMP00269,CH01,3031.17,20939.52,125,51.02,24.25,0.0721
MKT000000508,2022-09-13,CMP00280,CH01,1252.87,8295.7,36,78.15,34.8,0.0066
MKT000000510,2022-12-21,CMP00040,CH01,1740.07,14618.73,73,59.09,23.84,0.0065
MKT000000512,2022-03-22,CMP00031,CH03,1057.3,5300.69,47,91.57,22.5,0.0032
MKT000000513,2021-03-13,CMP00153,CH03,568.0,5356.97,49,63.53,11.59,0.0202
MKT000000515,2022-01-14,CMP00068,CH01,1446.17,8736.8,34,95.24,42.53,0.0024
MKT000000516,2021-02-02,CMP00152,CH01,1250.66,7681.36,31,78.25,40.34,0.004
MKT000000518,2022-06-23,CMP00198,CH04,2534.26,10462.36,40,97.18,63.36,0.013
MKT000000523,2022-09-18,CMP00247,CH04,2614.46,12990.83,69,99.5,37.89,0.0133
MKT000000525,2021-01-26,CMP00167,CH03,577.97,3493.94,16,48.96,36.12,0.0037
MKT000000528,2021-10-23,CMP00100,CH01,583.25,6239.74,29,74.68,20.11,0.002
MKT000000531,2021-08-20,CMP00065,CH03,227.94,784.66,5,81.78,45.59,0.0009
MKT000000532,2022-03-21,CMP00097,CH06,922.85,4518.93,25,89.47,36.91,0.0014
MKT000000533,2022-01-18,CMP00096,CH03,137.84,656.74,3,72.82,45.95,0.0018
MKT000000534,2021-01-16,CMP00074,CH01,1952.94,7542.24,45,46.11,43.4,0.0029
MKT000000536,2022-12-05,CMP00005,CH06,2100.95,7972.24,27,55.02,77.81,0.002
MKT000000540,2022-06-18,CMP00246,CH03,649.0,5527.47,39,101.1,16.64,0.003
MKT000000541,2022-05-09,CMP00092,CH02,347.81,4348.84,21,67.1,16.56,0.0074
MKT000000542,2021-09-05,CMP00128,CH05,568.27,3130.23,13,64.6,43.71,0.0009
MKT000000545,2021-06-11,CMP00227,CH05,625.12,3509.97,15,92.34,41.67,0.0036
MKT000000547,2022-08-03,CMP00090,CH03,457.23,2116.14,14,61.96,32.66,0.0026
MKT000000549,2021-11-13,CMP00212,CH01,839.57,4357.53,22,98.99,38.16,0.0013
MKT000000551,2022-12-31,CMP00255,CH03,503.11,3652.02,33,96.63,15.25,0.0026
MKT000000552,2022-05-09,CMP00188,CH06,2404.34,4638.78,20,50.2,120.22,0.0059
MKT000000553,2021-09-18,CMP00259,CH02,217.53,768.57,1,59.98,217.53,0.0002
MKT000000556,2021-07-14,CMP00259,CH02,350.04,4401.92,16,50.69,21.88,0.0038
MKT000000559,2022-02-27,CMP00070,CH05,684.01,3160.26,12,64.76,57.0,0.0009
MKT000000560,2022-03-18,CMP00149,CH01,1022.08,2561.31,8,109.25,127.76,0.0011
MKT000000561,2021-08-01,CMP00125,CH04,381.33,1899.76,6,101.62,63.56,0.0004
MKT000000563,2022-04-19,CMP00231,CH01,965.47,4175.38,15,104.13,64.36,0.0024
MKT000000564,2022-10-22,CMP00045,CH05,878.18,7533.72,39,61.75,22.52,0.0023
MKT000000565,2022-01-26,CMP00046,CH05,1129.51,6729.42,24,74.78,47.06,0.0062
MKT000000568,2021-03-24,CMP00024,CH04,2255.73,5455.59,30,60.49,75.19,0.0069
MKT000000571,2022-01-11,CMP00088,CH01,841.63,5439.95,24,108.37,35.07,0.007
MKT000000572,2022-08-26,CMP00191,CH01,1893.77,12201.05,47,63.42,40.29,0.0144
MKT000000577,2021-03-19,CMP00009,CH04,419.6,743.6,1,86.22,419.6,0.0001
MKT000000580,2021-05-16,CMP00108,CH01,1021.74,4332.44,21,85.78,48.65,0.0045
MKT000000582,2022-03-29,CMP00254,CH01,2172.08,5200.48,25,83.27,86.88,0.002
MKT000000584,2022-10-03,CMP00045,CH05,2246.33,11075.61,70,63.59,32.09,0.0071
MKT000000589,2022-02-17,CMP00046,CH05,2245.24,5425.08,20,43.8,112.26,0.0023
MKT000000593,2021-09-11,CMP00145,CH03,499.99,3041.41,20,49.15,25.0,0.0012
MKT000000599,2021-11-08,CMP00156,CH06,2030.08,10416.74,44,78.3,46.14,0.0063
MKT000000600,2022-05-28,CMP00044,CH03,310.96,3649.03,22,73.85,14.13,0.0033
MKT000000603,2022-10-27,CMP00224,CH02,372.38,4212.49,22,58.42,16.93,0.005
MKT000000604,2021-09-10,CMP00034,CH04,1001.15,3146.01,11,110.68,91.01,0.0027
MKT000000606,2021-09-25,CMP00211,CH01,2319.23,17064.04,72,76.26,32.21,0.015
MKT000000610,2021-04-13,CMP00258,CH03,620.78,1793.45,8,85.39,77.6,0.0008
MKT000000612,2021-05-12,CMP00240,CH03,1147.25,13832.16,81,97.24,14.16,0.0607
MKT000000613,2021-02-27,CMP00091,CH06,6385.31,10244.36,38,82.66,168.03,0.0031
MKT000000614,2022-02-17,CMP00081,CH03,1067.11,7949.03,51,93.53,20.92,0.0033
MKT000000616,2021-10-25,CMP00138,CH04,2003.38,12268.86,44,68.36,45.53,0.0055
